municipio,ccaa,provincia,ph_medio,dureza_media,parametros_ok,parametros_fuera_rango,n_muestras,n_potable,no_potabilidad
VISO DEL MARQUÉS,Castilla - La Mancha,Ciudad Real,6.375,90.8,93,6,9,4,17.109635634848882
CENES DE LA VEGA,Andalucía,Granada,7.815384615384616,75.0,298,3,40,37,17.103718324856708
SAN SEBASTIÁN DE LA GOMERA,Canarias,Santa Cruz de Tenerife,8.090937499999999,73.0,2322,8,329,321,17.082683683841612
CARRIZO,Castilla y León,León,8.15,78.0,91,2,12,10,17.06557896202258
PORTILLO DE TOLEDO,Castilla - La Mancha,Toledo,7.6,82.0,84,3,6,3,17.04919720289103
PINOS GENIL,Andalucía,Granada,7.941860465116279,74.0,316,2,43,41,17.01055261975958
ALHENDÍN,Andalucía,Granada,7.986538461538462,73.5,437,2,52,50,16.990952714823166
LASTRAS DE CUÉLLAR,Castilla y León,Segovia,7.899999999999999,76.0,68,1,5,4,16.95691925551798
HUARTE/UHARTE,"Navarra, Com. Foral de",Navarra,8.114285714285714,79.33333333333333,142,3,7,4,16.857747648882665
REOCÍN,Cantabria,Cantabria,5.3,,13,3,2,1,16.857301419046994
SANTILLANA DEL MAR,Cantabria,Cantabria,7.695,74.0,209,1,20,19,16.848942247629246
PEÑAPARDA,Castilla y León,Salamanca,5.2,,10,2,3,1,16.844472159085928
PALAU-SOLITÀ I PLEGAMANS,Cataluña,Barcelona,7.32962962962963,75.66666666666667,546,4,177,174,16.794108443826783
CARTAYA,Andalucía,Huelva,7.211111111111112,97.5,246,17,30,20,16.781338484039203
SONDIKA,País Vasco,Vizcaya,8.0,76.0,222,2,14,13,16.758703922914282
FERREIRA,Andalucía,Granada,6.9,91.5,39,3,3,1,16.704857266814532
ROMERAL (EL),Castilla - La Mancha,Toledo,8.280000000000001,522.0,127,7,8,3,16.679963593155577
SENÉS,Andalucía,Almería,8.033333333333333,81.0,76,2,3,1,16.63055686633347
BAYÁRCAL,Andalucía,Almería,7.933333333333334,81.5,70,2,3,1,16.6293581004785
VALLE DE EGÜÉS/EGUESIBAR,"Navarra, Com. Foral de",Navarra,8.142857142857142,85.125,293,9,14,6,16.610402081932996
ROBLEDO (EL),Castilla - La Mancha,Ciudad Real,7.1571428571428575,87.66666666666667,111,5,10,6,16.58454732374376
SARRIA,Galicia,Lugo,7.8625,80.5,207,4,11,7,16.58153322186566
ESTERIBAR,"Navarra, Com. Foral de",Navarra,8.059999999999999,82.0,114,3,6,3,16.568212035050898
GABIAS (LAS),Andalucía,Granada,7.98695652173913,75.5,426,2,46,44,16.56653514229246
SANTA MARÍA DE DULCIS,Aragón,Huesca,7.85,102.5,65,7,6,2,16.548586685008072
VALLE DE TRÁPAGA-TRAPAGARAN,País Vasco,Vizcaya,7.8478260869565215,76.0,371,2,27,26,16.509815032857293
ALDEA REAL,Castilla y León,Segovia,8.066666666666666,78.0,70,1,8,7,16.50352101105973
COBREROS,Castilla y León,Zamora,5.8,,73,18,17,6,16.44098713608228
LAGUNA DE DUERO,Castilla y León,Valladolid,8.057142857142857,82.0,75,2,17,15,16.430752356718887
HINOJOSAS DE CALATRAVA,Castilla - La Mancha,Ciudad Real,7.74,86.0,74,3,6,4,16.412795201745002
SANTOVENIA DE LA VALDONCINA,Castilla y León,León,8.371428571428572,79.0,156,2,11,9,16.34578349831186
PEPINO,Castilla - La Mancha,Toledo,7.3,83.0,68,2,3,2,16.343529471112944
BERRIOZAR,"Navarra, Com. Foral de",Navarra,8.1,81.33333333333333,155,3,7,4,16.321453025245567
CÁCERES,Extremadura,Cáceres,7.59766081871345,78.4,2253,14,173,164,16.229079813094252
OLAIBAR,"Navarra, Com. Foral de",Navarra,8.4,83.0,76,2,3,1,16.197223533000134
ADEJE,Canarias,Santa Cruz de Tenerife,7.327479452054795,81.82352941176471,2922,35,365,336,16.19055443662147
SAN ANDRÉS DEL RABANEDO,Castilla y León,León,8.201785714285714,77.5,432,2,174,172,16.12828812810905
PUEBLA DE ALCOCER,Extremadura,Badajoz,7.333333333333333,94.5,76,5,6,3,16.105295599318755
VILLATOYA,Castilla - La Mancha,Albacete,7.466666666666666,525.0,74,2,4,3,16.09260913530093
COGOLLOS DE GUADIX,Andalucía,Granada,7.233333333333333,84.0,70,2,3,2,16.08769143381183
PULIANAS,Andalucía,Granada,7.827659574468084,78.0,421,2,47,45,16.02905911030014
ALCALÁ DE MONCAYO,Aragón,Zaragoza,8.133333333333333,84.0,74,2,3,1,16.014660034942246
VILLAVA/ATARRABIA,"Navarra, Com. Foral de",Navarra,8.23,85.83333333333333,229,6,10,4,15.995309107362058
ÍSCAR,Castilla y León,Valladolid,7.7,88.0,43,2,7,5,15.985760930992727
AÑE,Castilla y León,Segovia,8.149999999999999,81.0,65,1,6,5,15.905611958952496
LEZAMA,País Vasco,Vizcaya,7.893103448275863,87.0,436,11,31,24,15.90344716632768
GRIEGOS,Aragón,Teruel,8.033333333333333,94.0,85,5,6,4,15.892382922097376
CARRASCAL DE BARREGAS,Castilla y León,Salamanca,7.25,98.5,62,5,7,4,15.881662854052855
VISO DE SAN JUAN (EL),Castilla - La Mancha,Toledo,7.433333333333334,88.0,46,2,3,2,15.865721019652474
PERALTA DE ALCOFEA,Aragón,Huesca,8.275,96.5,91,6,7,3,15.845760203577507
SANTA BRÍGIDA,Canarias,Palmas (Las),8.285393258426966,79.5,783,4,120,116,15.783475076736304
HIGUERA DE VARGAS,Extremadura,Badajoz,7.425,103.0,63,6,8,3,15.724848866441194
TEGUISE,Canarias,Palmas (Las),7.819473684210527,90.75,1033,29,100,75,15.691972612597691
EZCABARTE,"Navarra, Com. Foral de",Navarra,8.075,81.0,91,1,4,3,15.689010786927165
SABADELL,Cataluña,Barcelona,7.683647798742139,80.8,1598,10,194,186,15.682080361970684
TORRE-PACHECO,"Murcia, Región de",Murcia,8.374725274725275,118.375,1303,115,362,252,15.681100077410251
OLMEDO,Castilla y León,Valladolid,7.88,84.0,100,2,11,9,15.663155584773424
SALVATIERRA DE SANTIAGO,Extremadura,Cáceres,7.5,99.0,18,2,3,1,15.616783656585136
MOLLÓ,Cataluña,Girona,7.333333333333333,82.0,75,1,4,3,15.590663350804457
FIÑANA,Andalucía,Almería,8.266666666666667,86.0,74,2,5,3,15.58132670160891
RUANES,Extremadura,Cáceres,7.2,99.5,18,2,3,1,15.508450323251802
BARRIKA,País Vasco,Vizcaya,7.96,82.0,266,2,17,15,15.359606995229065
ERANDIO,País Vasco,Vizcaya,7.8,81.0,449,2,31,29,15.356675089567556
SANT CUGAT SESGARRIGUES,Cataluña,Barcelona,7.625714285714285,80.0,589,1,363,362,15.32891622643123
ALBALAT DELS SORELLS,Comunitat Valenciana,Valencia/València,7.592,81.0,218,1,25,24,15.319426544270712
ZIERBENA,País Vasco,Vizcaya,7.9529411764705875,82.0,292,2,18,17,15.313636941123113
BARBADILLO DE HERREROS,Castilla y León,Burgos,5.75,,14,5,6,4,15.297481196777444
TÁLIGA,Extremadura,Badajoz,7.425000000000001,100.5,65,5,7,3,15.292157011115696
UGAO-MIRABALLES,País Vasco,Vizcaya,7.772222222222222,84.0,254,3,20,18,15.272308098527132
ZARATAMO,País Vasco,Vizcaya,7.95,85.0,336,4,27,24,15.11248906461866
ANSOÁIN/ANTSOAIN,"Navarra, Com. Foral de",Navarra,8.157142857142857,89.0,158,4,7,3,15.103240815113615
ALMENDRALEJO,Extremadura,Badajoz,7.708333333333333,94.0,211,8,15,8,15.088745687499012
MOYUELA,Aragón,Zaragoza,7.95,517.0,29,3,3,1,15.078750679547298
ARRIGORRIAGA,País Vasco,Vizcaya,7.985714285714285,85.5,408,5,23,20,15.069285588467068
ABEZAMES,Castilla y León,Zamora,7.566666666666666,89.0,114,3,13,10,15.05154536838423
CORVERA DE ASTURIAS,"Asturias, Principado de",Asturias,7.69090909090909,87.0,174,3,11,9,14.967402597531889
BIELSA,Aragón,Huesca,7.966666666666666,85.0,75,1,4,3,14.940663350804456
MONTESINOS (LOS),Comunitat Valenciana,Alicante/Alacant,8.315384615384616,91.5,298,8,40,32,14.920822646112628
SAN CEBRIÁN DE CASTRO,Castilla y León,Zamora,7.257142857142858,518.5,101,6,11,6,14.91646276868828
TARIFA,Andalucía,Cádiz,7.15959595959596,88.8,1087,17,101,91,14.8786034026791
PEDRALBA,Comunitat Valenciana,Valencia/València,7.612903225806452,520.6666666666666,270,9,32,26,14.862615487135306
SAN JUAN DEL PUERTO,Andalucía,Huelva,7.38,91.0,97,3,6,5,14.8601375659119
BAKIO,País Vasco,Vizcaya,8.057894736842105,88.0,295,5,24,20,14.860110899520553
LAUKIZ,País Vasco,Vizcaya,7.88125,83.0,249,1,19,18,14.848193843014574
SOPELA,País Vasco,Vizcaya,7.935294117647059,83.0,314,1,20,19,14.790749629218425
FERIA,Extremadura,Badajoz,7.166666666666667,127.5,53,10,14,6,14.777102579427789
REQUEJO,Castilla y León,Zamora,5.2,,35,3,28,25,14.770527030585615
VAJOL (LA),Cataluña,Girona,8.133333333333333,90.0,72,2,4,3,14.750333019001207
SANTA ANA,Extremadura,Cáceres,7.7,103.0,18,2,3,1,14.75011698991847
TALARRUBIAS,Extremadura,Badajoz,7.3,104.5,76,6,7,3,14.708280341890577
LARRABETZU,País Vasco,Vizcaya,7.783333333333333,85.0,277,2,21,19,14.689224688512825
FRONTERA,Canarias,Santa Cruz de Tenerife,8.394871794871795,85.0,840,5,365,362,14.68160428241081
MOGUER,Andalucía,Huelva,7.299333333333333,96.5,544,18,37,26,14.634345491573637
FRUIZ,País Vasco,Vizcaya,7.9375,84.0,260,1,19,18,14.62001979906673
ALAMEDA DE LA SAGRA,Castilla - La Mancha,Toledo,7.966666666666666,103.0,51,4,6,2,14.574626086862589
OSO (EL),Castilla y León,Avila,8.366666666666667,94.5,76,3,8,5,14.521091121016768
GRADO (EL),Aragón,Huesca,8.2,96.66666666666669,180,7,12,6,14.495803716502852
TURRILLAS,Andalucía,Almería,8.850000000000001,88.0,57,1,4,3,14.48786887917102
ZALDIBAR,País Vasco,Vizcaya,7.964705882352941,89.0,269,4,18,15,14.450321195543166
LEIOA,País Vasco,Vizcaya,7.906451612903226,88.0,559,6,33,30,14.443020885613484
GAMIZ-FIKA,País Vasco,Vizcaya,7.93125,89.0,273,4,21,18,14.43564596927114
DERIO,País Vasco,Vizcaya,7.731578947368422,86.0,310,2,22,20,14.419186204218606
PLENTZIA,País Vasco,Vizcaya,7.975,92.0,275,6,19,16,14.373683166255388
ORTUELLA,País Vasco,Vizcaya,7.880952380952381,86.0,352,2,24,22,14.36430376746967
GORLIZ,País Vasco,Vizcaya,7.933333333333334,85.0,318,1,23,22,14.35457099771235
RINCÓN DE LA VICTORIA,Andalucía,Málaga,7.655882352941177,92.42857142857144,665,13,77,64,14.349209405629503
JUARROS DE VOLTOYA,Castilla y León,Segovia,7.85,228.5,71,19,17,4,14.284388437303358
SANTA CRUZ DE GRÍO,Aragón,Zaragoza,8.025,101.5,85,5,6,3,14.267382922097374
GATIKA,País Vasco,Vizcaya,7.814285714285715,88.0,237,2,16,14,14.12127964170262
PALMAS DE GRAN CANARIA (LAS),Canarias,Palmas (Las),7.983760683760684,92.07692307692308,2362,32,259,236,14.110128022024062
BECEDILLAS,Castilla y León,Avila,8.0,106.5,63,5,7,3,14.094970409482272
PLA DEL PENEDÈS (EL),Cataluña,Barcelona,7.3,88.0,415,3,117,114,14.083343360597675
CASTAÑEDA,Cantabria,Cantabria,7.336363636363637,99.0,305,11,13,7,14.057021495853643
LEMOA,País Vasco,Vizcaya,7.973684210526316,88.0,269,2,21,20,14.053901827757246
BLÁZQUEZ (LOS),Andalucía,Córdoba,7.52,256.0,89,22,10,1,14.027969617363793
TORRALBILLA,Aragón,Zaragoza,7.466666666666666,101.0,73,4,4,1,14.01150471343778
ZUMARRAGA,País Vasco,Guipúzcoa,7.868421052631579,94.4,361,8,25,17,13.969757075004315
BERANGO,País Vasco,Vizcaya,7.883333333333334,91.0,326,4,21,19,13.838263947038254
MEDINA DEL CAMPO,Castilla y León,Valladolid,8.255555555555555,104.66666666666669,190,10,25,20,13.799700903266526
CAMPELLO (EL),Comunitat Valenciana,Alicante/Alacant,8.51542288557214,89.0,2297,11,202,192,13.770329586312895
AVILÉS,"Asturias, Principado de",Asturias,7.56551724137931,101.05555555555556,1217,35,63,42,13.595828013272152
PILOÑA,"Asturias, Principado de",Asturias,7.590909090909091,106.75,290,15,16,7,13.593150211822794
BREÑA BAJA,Canarias,Santa Cruz de Tenerife,7.936363636363636,96.33333333333331,203,5,15,10,13.554100224399706
VALDELACASA,Castilla y León,Salamanca,6.3,,11,5,7,3,13.527601130510424
RIOSECO DE TAPIA,Castilla y León,León,5.4,,21,3,4,2,13.504527974097002
LEPE,Andalucía,Huelva,7.32,102.0,328,12,27,19,13.48746719385598
PLASENZUELA,Extremadura,Cáceres,7.633333333333333,104.0,48,3,3,1,13.453058183062044
PEDROSO (EL),Andalucía,Sevilla,7.75,95.0,145,3,10,9,13.438136827258193
GERINDOTE,Castilla - La Mancha,Toledo,8.120000000000001,91.0,107,1,5,4,13.43490942808738
GALDAKAO,País Vasco,Vizcaya,7.981818181818181,92.0,555,5,37,33,13.414397145084886
BEDIA,País Vasco,Vizcaya,7.881818181818182,90.0,214,1,13,12,13.37501942379192
RAFELBUNYOL,Comunitat Valenciana,Valencia/València,7.547222222222222,517.5,356,12,37,30,13.32644418241265
CALERA Y CHOZAS,Castilla - La Mancha,Toledo,7.577777777777778,93.0,263,3,19,18,13.29521123920305
LAGUNA DE CONTRERAS,Castilla y León,Segovia,7.81,,28,9,16,7,13.272273826028703
VERA DE MONCAYO,Aragón,Zaragoza,8.25,99.0,89,3,6,3,13.267032360781489
TARAZONA DE LA MANCHA,Castilla - La Mancha,Albacete,7.540000000000001,514.0,131,9,7,3,13.263733164799424
MARURI-JATABE,País Vasco,Vizcaya,7.973333333333333,92.0,246,2,17,16,13.234100484787398
CANET D'EN BERENGUER,Comunitat Valenciana,Valencia/València,7.713333333333334,520.0,290,5,31,28,13.229202606115264
GALDAMES,País Vasco,Vizcaya,8.126666666666667,91.5,532,3,33,31,13.2035720322396
MORGA,País Vasco,Vizcaya,7.979999999999999,91.0,186,1,13,12,13.203368784897233
MEDELLÍN,Extremadura,Badajoz,7.92,106.5,107,6,10,4,13.197193454473494
LANGA,Castilla y León,Avila,7.386363636363637,95.0,190,3,28,26,13.144923750386097
LÍNEA DE LA CONCEPCIÓN (LA),Andalucía,Cádiz,7.3656097560975615,95.75,795,11,86,81,13.12438801314873
AGAETE,Canarias,Palmas (Las),7.875,99.4,267,7,16,9,13.115745615285851
VILCHES,Andalucía,Jaén,7.277777777777778,95.0,285,4,10,6,13.093804574551896
ZAHÍNOS,Extremadura,Badajoz,7.6,100.0,87,3,6,3,13.08876308659176
LOIU,País Vasco,Vizcaya,7.811111111111111,91.0,276,1,20,19,13.088078158984452
PADERNE,Galicia,Coruña (A),5.3,,21,2,1,0,13.034176493690552
COX,Comunitat Valenciana,Alicante/Alacant,8.295081967213115,97.0,505,8,62,55,12.943502518235128
MUSKIZ,País Vasco,Vizcaya,7.896428571428571,94.0,452,4,30,28,12.939212726872046
MÁLAGA,Andalucía,Málaga,8.427368421052632,96.75,3380,38,192,155,12.894477452338911
NAVA DE ARÉVALO,Castilla y León,Avila,7.3196551724137935,99.6,361,8,42,36,12.843090408337648
SANTIPONCE,Andalucía,Sevilla,7.6175,102.0,79,3,6,3,12.824973504278622
ARRES,Cataluña,Lleida,8.0,,8,4,1,0,12.82474678730768
LINARES,Andalucía,Jaén,7.634827586206897,98.0,658,10,58,54,12.72754632088708
URDULIZ,País Vasco,Vizcaya,8.0,95.0,199,2,15,13,12.708945427472814
SESTAO,País Vasco,Vizcaya,7.964285714285714,93.0,523,2,32,30,12.708017212156442
CABEZAS DE SAN JUAN (LAS),Andalucía,Sevilla,7.714285714285714,104.5,157,6,16,13,12.67421050207062
BOTIJA,Extremadura,Cáceres,8.0,105.0,13,1,2,1,12.651482358323795
SAN ESTEBAN DE ZAPARDIEL,Castilla y León,Avila,7.8,119.5,21,3,8,5,12.643725504961209
SANTURTZI,País Vasco,Vizcaya,7.892307692307693,95.0,686,5,43,38,12.626462537392172
VALVERDE DE LEGANÉS,Extremadura,Badajoz,7.05,120.0,67,7,8,4,12.626165566504223
TORRALBA DE RIBOTA,Aragón,Zaragoza,8.350000000000001,131.0,85,12,9,3,12.624853740488348
IBARRANGELU,País Vasco,Vizcaya,8.11,95.0,387,3,24,21,12.605363692818823
TENEBRÓN,Castilla y León,Salamanca,5.5,,10,2,3,2,12.585212899826676
CABRANES,"Asturias, Principado de",Asturias,7.979999999999999,104.66666666666669,97,4,7,3,12.569730824173272
EIVISSA,"Balears, Illes",Balears (Illes),8.10125,94.5,814,4,81,77,12.517035507373087
BENQUERENCIA,Extremadura,Cáceres,7.6,106.0,13,1,2,1,12.43481569165713
ESKORIATZA,País Vasco,Guipúzcoa,7.79240506329114,120.25,874,54,79,42,12.410949797168689
HOSTALRIC,Cataluña,Girona,7.68,105.0,70,3,3,1,12.403190810879284
ESCURIAL,Extremadura,Cáceres,7.766666666666667,115.0,77,6,7,2,12.38783347665741
SANT PAU DE SEGÚRIES,Cataluña,Girona,8.016666666666667,96.0,107,1,6,5,12.351576094754046
ROJALES,Comunitat Valenciana,Alicante/Alacant,8.348192771084337,96.0,588,4,84,80,12.3471480809795
CANALES,Castilla y León,Avila,7.75,106.0,65,3,6,3,12.335315579022698
BENEJÚZAR,Comunitat Valenciana,Alicante/Alacant,8.066666666666668,108.33333333333331,76,4,3,0,12.323614643782108
LEMOIZ,País Vasco,Vizcaya,7.96,95.0,207,1,17,16,12.301931155991053
POMER,Aragón,Zaragoza,7.7,,13,5,2,1,12.268495746526836
DOS TORRES,Andalucía,Córdoba,7.733333333333333,231.0,136,26,31,9,12.262731964905168
MIAJADAS,Extremadura,Cáceres,7.356060606060606,104.0,247,7,35,32,12.257346478641606
VILLAMESÍAS,Extremadura,Cáceres,7.95,110.5,65,4,5,2,12.252677022071904
ETXEBARRI,País Vasco,Vizcaya,7.859999999999999,97.0,343,3,23,22,12.244083665985382
RIBAMONTÁN AL MONTE,Cantabria,Cantabria,7.391666666666667,105.4,295,9,13,7,12.203603365708334
BENIMANTELL,Comunitat Valenciana,Alicante/Alacant,7.85,103.0,63,2,2,0,12.11702013734553
MUNGIA,País Vasco,Vizcaya,7.882758620689655,95.0,482,1,35,34,12.108656881160972
CARTES,Cantabria,Cantabria,7.492857142857143,102.0,239,5,17,13,12.09096051553629
ALINS,Cataluña,Lleida,6.75,,18,6,2,0,12.07078434325575
ONDARA,Comunitat Valenciana,Alicante/Alacant,7.6,97.5,242,2,24,22,12.051384206214514
GUARDAMAR DEL SEGURA,Comunitat Valenciana,Alicante/Alacant,8.406024096385543,98.0,610,5,83,78,12.049989467097586
NAVALVILLAR DE PELA,Extremadura,Badajoz,7.8,109.66666666666669,184,8,12,4,12.02807025695444
TABERNAS,Andalucía,Almería,8.171428571428573,,127,24,14,0,11.977463493408342
HURTUMPASCUAL,Castilla y León,Avila,5.5,,12,2,3,2,11.975804222820427
FUENTES DE AÑO,Castilla y León,Avila,7.3,108.0,64,3,6,3,11.933997712431715
BELALCÁZAR,Andalucía,Córdoba,7.7,231.0,136,25,28,7,11.849991464050582
VILEÑA,Castilla y León,Burgos,7.7,,14,5,5,1,11.825258974555226
CAMPO LUGAR,Extremadura,Cáceres,7.683333333333334,111.0,151,7,11,5,11.818575577424838
FUENTE EL SAÚZ,Castilla y León,Avila,7.800000000000001,108.5,65,3,7,4,11.79364891235603
PEDRALBA DE LA PRADERÍA,Castilla y León,Zamora,5.3,,13,1,4,3,11.79037124721268
CASTILLO DE LOCUBÍN,Andalucía,Jaén,7.833333333333333,397.6666666666667,96,19,32,13,11.780636560567944
ATXONDO,País Vasco,Vizcaya,8.071428571428571,100.0,264,3,17,15,11.775634509823927
VILLANUEVA DE LA SERENA,Extremadura,Badajoz,7.7105263157894735,111.0,424,16,27,14,11.771297204789189
TELDE,Canarias,Palmas (Las),7.667586206896551,104.07142857142856,1712,28,156,137,11.752414771996593
VILLAR DE RENA,Extremadura,Badajoz,7.683333333333334,109.25,120,5,11,6,11.730935810837554
TRUCIOS-TURTZIOZ,País Vasco,Vizcaya,8.03125,99.0,264,2,18,16,11.680140826135368
CASTILLEJA DE GUZMÁN,Andalucía,Sevilla,7.5,109.5,62,3,4,1,11.675530206018294
BENAVENTE,Castilla y León,Zamora,7.443999999999999,105.33333333333331,624,13,223,213,11.65482010941394
SAN ROQUE DE RIOMIERA,Cantabria,Cantabria,7.1,,10,4,1,0,11.605929433295184
SOBA,Cantabria,Cantabria,8.2,,10,4,1,0,11.605929433295184
ACEDERA,Extremadura,Badajoz,7.779999999999999,111.25,107,5,8,3,11.561494819078206
ELORRIO,País Vasco,Vizcaya,8.022727272727273,100.0,366,3,24,22,11.554492236459952
ABANTO Y CIÉRVANA-ABANTO ZIERBENA,País Vasco,Vizcaya,7.964516129032258,100.0,519,4,35,32,11.55166889941223
UMBRETE,Andalucía,Sevilla,7.5375,108.0,79,3,6,3,11.524973504278622
BAUSEN,Cataluña,Lleida,7.5,,6,3,1,0,11.512925464970229
LLANERA,"Asturias, Principado de",Asturias,7.73888888888889,109.25,277,9,21,16,11.500600579700054
BENFERRI,Comunitat Valenciana,Alicante/Alacant,8.194827586206896,100.5,475,4,58,54,11.49833437627164
PEDROCHE,Andalucía,Córdoba,7.725,231.0,135,24,29,9,11.490959581661492
SAN MIGUEL DE SERREZUELA,Castilla y León,Avila,7.594117647058823,116.33333333333331,135,8,26,20,11.46491714338934
PEÑAFLOR,Andalucía,Sevilla,7.638333333333333,103.4,311,5,27,22,11.463494619327411
PONT DE BAR (EL),Cataluña,Lleida,8.120000000000001,237.66666666666663,80,16,12,3,11.436777446258455
SALAS BAJAS,Aragón,Huesca,8.4,117.0,20,2,4,2,11.425673930812478
SANT MATEU DE BAGES,Cataluña,Barcelona,8.18,,15,5,5,0,11.416959141462836
NAVARES DE AYUSO,Castilla y León,Segovia,8.1,,15,5,9,4,11.416959141462836
LAREDO,Cantabria,Cantabria,7.971428571428571,100.0,124,1,7,6,11.413687162167513
BONANSA,Aragón,Huesca,8.0,,20,6,2,0,11.40866607463037
BENAVIDES,Castilla y León,León,5.6000000000000005,,30,4,7,3,11.274143637922483
ALCOLLARÍN,Extremadura,Cáceres,8.08,118.0,89,6,6,2,11.257452672618651
IZURTZA,País Vasco,Vizcaya,7.99090909090909,100.0,190,1,13,12,11.246225640037084
BARCARROTA,Extremadura,Badajoz,6.64195652173913,103.0,331,4,47,45,11.225203988849133
ARTEA,País Vasco,Vizcaya,7.972727272727273,100.0,214,1,13,12,11.208352757125253
PERA (LA),Cataluña,Girona,7.575,511.0,86,6,6,4,11.204845927288634
ESPARTINAS,Andalucía,Sevilla,7.55,107.5,106,3,8,5,11.14889862196323
HUÉVAR DEL ALJARAFE,Andalucía,Sevilla,7.65,112.33333333333331,87,4,7,3,11.142510172901687
ESTIVELLA,Comunitat Valenciana,Valencia/València,7.623684210526315,515.0,377,9,38,34,11.137886541591504
CHALAMERA,Aragón,Huesca,7.8,134.0,39,6,3,0,11.12394945964486
ALAMEDILLA (LA),Castilla y León,Salamanca,6.7,,21,6,7,3,11.107348367250678
ANIEVAS,Cantabria,Cantabria,7.2,,11,4,1,0,11.090354888959125
MARTIAGO,Castilla y León,Salamanca,6.8,,11,4,6,2,11.090354888959125
ABIZANDA,Aragón,Huesca,7.4,,11,4,2,1,11.090354888959125
VALÈNCIA,Comunitat Valenciana,Valencia/València,7.695211267605634,505.0,6324,402,356,73,11.071919682935958
VILLAMURIEL DE CERRATO,Castilla y León,Palencia,7.9,102.0,103,1,12,11,11.07124428127272
CASTILLEJA DEL CAMPO,Andalucía,Sevilla,7.8,117.0,60,4,16,12,11.06348806552716
GOMEZSERRACÍN,Castilla y León,Segovia,8.033333333333333,103.0,73,1,7,6,11.05849984283394
LEINTZ-GATZAGA,País Vasco,Guipúzcoa,8.200000000000001,104.0,138,2,13,11,11.027115214604846
ALICÚN,Andalucía,Almería,8.0,104.0,58,1,2,1,11.007601724858723
CABUÉRNIGA,Cantabria,Cantabria,5.699999999999999,,25,4,3,1,10.987577383941288
DON BENITO,Extremadura,Badajoz,7.63,112.58333333333331,820,24,73,51,10.981543005876414
GRAÑÉN,Aragón,Huesca,8.2625,116.0,164,8,14,7,10.96198638375814
VISO DEL ALCOR (EL),Andalucía,Sevilla,7.649999999999999,108.5,105,3,6,4,10.946394950928813
HABA (LA),Extremadura,Badajoz,8.285714285714286,113.0,90,4,16,13,10.923396597475524
TORRECAMPO,Andalucía,Córdoba,7.708333333333333,231.0,130,22,26,9,10.921345487233577
CUÉLLAR,Castilla y León,Segovia,8.129411764705882,113.0,390,13,40,30,10.920577091486578
VELILLA DE CINCA,Aragón,Huesca,7.979999999999999,122.0,60,5,6,3,10.900883676697156
RENA,Extremadura,Badajoz,7.733333333333333,111.0,78,3,6,3,10.898177359591251
MALPARTIDA DE LA SERENA,Extremadura,Badajoz,7.609090909090909,114.0,112,5,12,9,10.858131169529273
ATAQUINES,Castilla y León,Valladolid,7.833333333333333,104.0,72,1,5,4,10.851063603626429
CERDANYOLA DEL VALLÈS,Cataluña,Barcelona,7.922535211267606,102.0,939,4,157,153,10.835851081621136
CORDOVILLA LA REAL,Castilla y León,Palencia,7.5,,22,6,10,6,10.82345088209938
